institution,location,size,focus,research,age,QS2023 Academic Reputation,QS2023 Employer Reputation,QS2023 Faculty Student Ratio,QS2023 Citations per Faculty,QS2023 International Faculty Ratio,QS2023 International Student Ratio,QS2023 International Research Network,QS2023 Employment Outcomes,QS2022 Academic Reputation,QS2022 Employer Reputation,QS2022 Faculty Student Ratio,QS2022 Citations per Faculty,QS2022 International Faculty Ratio,QS2022 International Student Ratio,THE2020 Teaching,THE2020 International,THE2020 Research,THE2020 Citations,THE2020 Income,THE2020 Overall Score,Number of Students,Student Staff Ratio,International Student Proportion
University of Montana Missoula ,United States,5000-12000 Students,Comprehensive,Very High,50-99 Years,2.2,2.4,14.8,27,1.5,1.9,34.7,10.3,2.4,2.6,17,23.7,1,2.4,,,,,,,,,
University of Mumbai,India,5000-12000 Students,Comprehensive,Very High,100+ Years,8.2,18.1,2.1,20.9,1.8,1.9,18.2,97.6,9.7,17.4,1.6,16.1,1.2,1.1,31.1,17.6,10.2,17.2,35,19.7,7874,18.1,0
University of Nairobi,Kenya,5000-12000 Students,Fully Comprehensive,Very High,100+ Years,9.4,14.9,16.7,1.9,,,31.4,80.5,8.9,12,15.4,1.9,,,14.6,47,10.2,48.3,34.8,26.3,69456,39.3,0.01
                     University of Naples Parthenope,Italy,>30000 Students,Fully Comprehensive,Medium,50-99 Years,3.1,1.7,3.8,42.7,2.1,2.1,29.3,4.6,3.2,1.9,4,40.7,1.2,2.2,,,,,,,,,
University of North Texas,United States,5000-12000 Students,Focused,Very High,50-99 Years,6.9,7.9,3.6,20.8,5.1,9,46.2,38.6,7.6,8.4,4.2,21.5,,9.3,,,,,,,,,
University of Ostrava,Czech Republic,>30000 Students,Fully Comprehensive,High,100+ Years,5,1,21.6,4.4,20.2,13.7,36.7,15.8,5.4,1.1,23.4,4,8,14.5,16.7,40.4,13.5,29.2,34.5,21.7,8872,18.3,0.09
University of Palermo,Italy,5000-12000 Students,Focused,Very High,25-49 Years,9.8,2.3,5.7,27,2.6,2,73.7,7,9.9,2.4,6.9,29.1,1.2,2.1,21.1,27.3,17.9,63,35,33.5,29437,20.5,0.01
University of Pardubice,Czech Republic,12000-30000 Students,Comprehensive,Very High,100+ Years,4.4,1.7,35.4,4.3,10.7,7.9,23.3,12.7,4.9,2.5,31,7.8,,7.9,17.8,28.2,15.4,10.3,35.5,16.1,7266,13.7,0.07
University of Peradeniya ,Sri Lanka,5000-12000 Students,Focused,Very High,50-99 Years,7.2,5.6,19.7,2,1,1.4,20.5,69.8,7.2,9.2,18.1,2.3,1,1.5,,,,,,,,,
University of Rhode Island ,United States,12000-30000 Students,Comprehensive,High,25-49 Years,4.8,3.2,8,16.2,6.9,3,49.1,11.5,4.8,3.5,9.9,17.1,2.5,2.9,,,,,,,,,
University of Rijeka,Croatia,12000-30000 Students,Comprehensive,High,100+ Years,5.4,2.6,22.2,3.9,2.8,2,39.5,71.9,5,2.6,29.1,3.5,1.3,1.6,,,,,,,,,
University of Salerno,Italy,12000-30000 Students,Comprehensive,High,25-49 Years,7.5,2.3,4.7,31.9,3,1.9,87,7.1,7.6,2.4,4.9,35.8,1.3,2.1,20.2,33.9,19.5,94,37.3,43.6,24290,25.8,0.02
University of San Diego,United States,12000-30000 Students,Fully Comprehensive,Very High,50-99 Years,7.1,6,25.2,3.3,3.2,6.7,4.4,52.1,7.6,6.5,23.5,4,1.2,10.5,,,,,,,,,
University of San Francisco,United States,5000-12000 Students,Comprehensive,High,50-99 Years,7.4,4.6,16,4.6,2.2,21.8,5.9,55.2,8,4.7,14.6,5,1.3,27.4,,,,,,,,,
University of Texas at San Antonio,United States,5000-12000 Students,Comprehensive,High,100+ Years,6.3,4.4,4,27.5,11.5,2.9,66.7,8.5,7.3,4.8,4.8,30.3,2.5,3.1,,,,,,,,,
University of the Pacific,United States,12000-30000 Students,Focused,Very High,50-99 Years,2,3.8,32.1,3.7,3.8,7.2,11.4,27.9,2.4,4.1,36.2,5.7,1.4,7.9,,,,,,,,,
University of the Sunshine Coast ,Australia,5000-12000 Students,Comprehensive,High,100+ Years,2.6,2.9,2.2,22.9,3.2,22.1,42,2.9,3.2,3,2.2,24.7,1.4,41.3,,,,,,,,,
University of the Western Cape,South Africa,12000-30000 Students,Comprehensive,High,25-49 Years,7.9,7.1,4.3,13.2,28.2,4.5,73.3,17.3,7.6,6,4.1,20,10.5,6.5,18.3,62.1,20,60.3,34.4,35.1,21999,30.5,0.08
University of Wisconsin Milwaukee ,United States,12000-30000 Students,Comprehensive,Very High,50-99 Years,7.8,4.5,9.9,15.6,8.1,4.4,42.4,8.8,8.6,4.7,11,22.2,2,5.4,,,,,,,,,
University of Wolverhampton,United Kingdom,12000-30000 Students,Focused,Very High,100+ Years,2.9,2.7,9.9,7.9,35.3,71.9,41.1,3.4,3.2,2.5,10,7.8,20.7,59.2,15.8,65.3,13.3,35,34.5,25,15687,20.4,0.21
Utah State University ,United States,12000-30000 Students,Comprehensive,High,100+ Years,6.4,3.8,6.8,23.6,,1.7,51.9,9.6,6.6,4.1,6.8,29.3,,2,,,,,,,,,
Vellore Institute of Technology (VIT),India,12000-30000 Students,Comprehensive,Very High,100+ Years,9.3,9.2,7.8,15.9,15.4,2.5,62.6,18.2,8.3,8,9.8,12.7,5.9,2.6,,,,,,,,,
Voronezh State University,Russia,>30000 Students,Focused,Very High,25-49 Years,5.6,2.3,24.5,1.3,4.1,32.7,6.9,3.3,6.2,2.1,26,1.3,1.5,36.1,21.1,25.9,8.7,4.2,35.3,13,15246,11,0.1
Warsaw University of Life Sciences – SGGW (WULS-SGGW),Poland,12000-30000 Students,Comprehensive,High,100+ Years,7.3,7.2,21.9,5.4,2.7,8.7,53.8,4.8,7.7,6.5,23.7,4.9,1.3,9.1,,,,,,,,,
West Virginia University,United States,12000-30000 Students,Focused,Very High,100+ Years,6,7.4,11.9,22.5,6,6.1,56.8,18.7,6.1,8.1,12.8,25.1,2,9.3,27.8,40.8,17.1,59.3,34.4,35.2,25966,18.5,0.08
Western Michigan University,United States,12000-30000 Students,Fully Comprehensive,Very High,100+ Years,5.7,6.6,11.5,6.2,29.4,10.8,41.5,19.6,7.2,7,10.5,7.1,6.7,12.4,,,,,,,,,
Xi'an Jiaotong Liverpool University,China (Mainland),12000-30000 Students,Fully Comprehensive,High,100+ Years,3.9,2,7.2,6.4,99.1,6.6,31.2,2.7,4.7,2.2,9.1,6.1,100,9.8,,,,,,,,,
Yildiz Technical University,Turkey,12000-30000 Students,Comprehensive,High,10-24 Years,6.7,15,6.7,5.9,4.6,15.3,39,4.2,5.6,10.5,6.1,5.4,1.1,8.9,,,,,,,,,
 Don State Technical University,Russia,12000-30000 Students,Comprehensive,Very High,100+ Years,3.7,3.6,12.7,1.4,1.6,15.7,12.2,3.4,3.8,2.7,11.8,1.4,1.1,15,,,,,,,,,
Akdeniz Üniversitesi,Turkey,12000-30000 Students,Comprehensive,High,50-99 Years,4.3,3.5,3.8,2.9,1.2,1.1,26.2,3.7,4.4,2.9,4,3.1,1,1.1,,,,,,,,,
Al-Azhar University,Egypt,>30000 Students,Fully Comprehensive,Medium,25-49 Years,9.5,5,10.5,1.3,1.1,7.9,45.7,9.3,8.8,4.7,11.4,1.2,1,8.4,15.2,46.7,8.3,16.5,34.5,16.4,342151,32.6,0.06
Al-Balqa Applied University,Jordan,>30000 Students,Comprehensive,Very High,50-99 Years,3.8,5.6,5.3,2.3,4.1,2.4,23.3,13.1,3.4,4.9,5,2.1,2.4,6.2,11.9,46.4,8.9,52.8,40.5,26.6,33918,31.3,0.04
Alexandru Ioan Cuza University,Romania,12000-30000 Students,Fully Comprehensive,Medium,25-49 Years,7.1,7,5.2,3.2,4.3,11,26.5,8.6,8.3,5,4.9,3.6,1.6,9.4,16.7,31.9,11.1,9.7,34.5,14.5,23124,18.1,0.06
   Anadolu University,Turkey,12000-30000 Students,Focused,Very High,100+ Years,3.2,4.7,15.5,3.4,2,3.5,15.6,9.1,3.5,4,19.6,3.8,1.2,3.4,13,17.3,24.1,16.5,100,19.9,830104,493.5,0.01
Aoyama Gakuin University,Japan,12000-30000 Students,Focused,Very High,50-99 Years,5.8,12.9,5.9,2.3,17.8,3,10.3,8.8,5.7,12.1,5.8,2.7,7,3.4,16.3,29,7.9,20.9,34.8,16.6,19143,11.4,0.03
Bahauddin Zakariya University ,Pakistan,12000-30000 Students,Comprehensive,Medium,50-99 Years,4.8,6.3,1.9,9.6,,1,29.6,10.8,4.9,5.6,1.6,11,,1,,,,,,,,,
Birzeit university,"Palestinian Territory, Occupied",>30000 Students,Comprehensive,High,25-49 Years,5.1,11.8,5.3,2.5,15.7,4.8,22.1,44.7,5.3,7.9,5.3,2.2,5.5,5,,,,,,,,,
British University in Egypt,Egypt,5000-12000 Students,Comprehensive,Medium,50-99 Years,4.5,3.5,20.7,2,2.9,2.9,9.6,7.5,4.2,3.5,18.7,1.9,1.3,3.1,,,,,,,,,
Católica de Córdoba,Argentina,5000-12000 Students,Comprehensive,High,10-24 Years,4.4,2.5,17.9,1.2,4.4,3.6,3.3,7.3,4.3,2.9,23,1.2,1.3,3.9,,,,,,,,,
China University of Political Science and Law,China (Mainland),5000-12000 Students,Fully Comprehensive,Medium,50-99 Years,3.9,16.7,11.6,1.1,6.8,2.1,6,3.1,5.2,9.5,15,1.2,4.8,5.7,,,,,,,,,
Chung Yuan Christian University,Taiwan,12000-30000 Students,Focused,Medium,25-49 Years,4.4,5.1,4.8,14.2,5.5,9.7,17.4,20.4,4.6,4.5,5.1,14,1.9,10.4,16.8,35.2,24.6,14.8,47.2,20.7,15926,32.9,0.11
Dokuz Eylül Üniversitesi,Turkey,12000-30000 Students,Comprehensive,High,25-49 Years,4.4,5.6,2.7,3.8,3.1,3.1,38.1,5.1,4.4,4.5,3.2,3.5,1.3,1.1,,,,,,,,,
EGE UNIVERSITY,Turkey,>30000 Students,Fully Comprehensive,High,25-49 Years,6.9,9.9,12.3,2.8,1.2,3.4,60.7,3.6,6.9,7.1,15.9,3.2,1,4,,,,,,,,,
Feng Chia University,Taiwan,>30000 Students,Fully Comprehensive,High,25-49 Years,8.2,8.9,4.7,7.4,4.8,9.2,15.6,9.6,6.9,7.5,5,9.6,1.5,9.8,17.7,40.6,17.3,17.2,39.5,19.7,19840,23.1,0.16
Florida Atlantic University - Boca Raton,United States,12000-30000 Students,Focused,Very High,25-49 Years,4.6,6.4,5.9,10.7,8.9,4.1,44.1,12,5.1,6.7,6.7,12.1,2.8,4.9,,,,,,,,,
Fu Jen Catholic University,Taiwan,12000-30000 Students,Fully Comprehensive,High,50-99 Years,6.3,10.3,5.6,7.3,7.3,17.1,9.5,20.2,6.7,8,7.4,6.4,2.7,17.9,18.7,30.4,19.9,31.3,53.5,24.6,20450,20.7,0.09
German University in Cairo,Egypt,12000-30000 Students,Fully Comprehensive,Medium,50-99 Years,6.5,7.5,8,2.1,15.6,1.2,6.9,27,6.5,6.6,8.7,2,5.6,1.2,,,,,,,,,
Hanoi University of Science and Technology,Vietnam,12000-30000 Students,Comprehensive,Medium,10-24 Years,7.6,6.8,3.3,5.3,3.7,1.2,59.7,25.8,7.8,6.4,4.1,5.2,1.5,1.2,14.7,44.6,8.4,42.3,37.2,23.9,32161,21.4,0.01
Helwan University ,Egypt,>30000 Students,Focused,Very High,50-99 Years,6,9.1,5.4,1.6,1.3,1.8,36.9,4.8,5.8,7.2,5.1,1.5,1,2.2,,,,,,,,,
Hongik University ,South Korea,>30000 Students,Comprehensive,High,25-49 Years,4.1,5.1,10,3.2,19.7,10.8,7.9,9.6,4.2,5,9.7,3.6,8.6,10,,,,,,,,,
Indiana State University,United States,12000-30000 Students,Focused,Very High,50-99 Years,5.3,5.8,7.5,3.3,2.3,2.6,4.4,6.7,6,6.5,7.6,3.8,1.2,3.6,,,,,,,,,
Irkutsk State University,Russia,5000-12000 Students,Comprehensive,High,50-99 Years,3.1,1.5,22.9,1.5,2.6,4.4,9.9,9.9,3.5,1.7,29.4,1.5,1.2,5.2,,,,,,,,,
Istanbul Bilgi Üniversitesi,Turkey,12000-30000 Students,Focused,High,100+ Years,3.5,5.3,16,2.1,7,24.8,7,18.3,3.7,5.5,15,2.1,2.2,16.9,,,,,,,,,
Izmir Institute of Technology (IZTECH),Turkey,5000-12000 Students,Focused,High,25-49 Years,5.1,2.3,5.7,10,4.4,2.6,13.4,6.1,4.8,2.4,6.1,13.8,1.7,3.6,,,,,,,,,
Jamia Hamdard,India,5000-12000 Students,Comprehensive,High,25-49 Years,3.9,2.7,8.6,11.5,,3.3,11.5,7.8,4.3,2.8,11,12.5,,4.3,,,,,,,,,
Kindai University (Kinki University),Japan,5000-12000 Students,Comprehensive,High,25-49 Years,4.4,5.1,10.7,4.9,12.7,1.8,24.8,2.7,3.9,5,11.6,5,4.2,1.9,,,,,,,,,
King Mongkut\'s Institute of Technology Ladkrabang,Thailand,>30000 Students,Fully Comprehensive,High,50-99 Years,7.4,13.1,5.3,3,17.1,1.7,14.9,3.9,7.9,16.9,5.1,3.2,3.6,1.8,,,,,,,,,
Lucian Blaga University of Sibiu,Romania,12000-30000 Students,Focused,Very High,50-99 Years,3.1,2.5,7.9,1.7,7,3.2,7.4,13,3.8,2.3,7.3,1.7,1.1,2.5,,,,,,,,,
Makerere University,Uganda,12000-30000 Students,Fully Comprehensive,Medium,25-49 Years,9.4,6.6,3.7,4.6,11.4,9.2,53.1,94.9,9.4,8.3,3.9,4.9,3.7,9.7,16.7,58.7,12.7,69.6,40.9,35.1,34651,23.6,0.08
Mansoura University,Egypt,>30000 Students,Fully Comprehensive,High,100+ Years,11.1,5.8,3.5,2.4,2.3,2.9,74.9,6.4,10.8,4.9,4.1,2.3,1.2,3,19.1,44.3,9.2,88.1,39.6,39.2,140126,24.9,0.03
Marmara University,Turkey,>30000 Students,Fully Comprehensive,High,50-99 Years,5.2,5.1,6.3,2.2,3.3,4,32.6,20.8,4.1,3.6,7.9,2.4,1.4,4.3,21.3,22.9,8.9,19.4,34.6,17.5,59480,29.1,0.04
Meiji University,Japan,>30000 Students,Focused,Very High,100+ Years,6.4,22.1,5.8,1.8,10.1,6.2,15.7,16.5,6.9,19.2,5.5,2,1.7,5.2,17.7,25.9,8.6,11.3,35.6,14.1,33309,11.7,0.04
Miami University,United States,>30000 Students,Comprehensive,High,100+ Years,3.7,6,7.4,10.7,7.1,12.7,34.3,49.2,4.2,7.1,9.3,10.3,2.3,22.2,,,,,,,,,
MIREA - Russian Technological University,Russia,12000-30000 Students,Comprehensive,High,100+ Years,3.6,3.6,9.7,1.5,1.4,3.8,7.2,6,2.7,3.3,12.4,1.5,1.1,4,15.1,17.5,9.6,4.3,58.4,11.5,19965,17,0.03
Moscow City University,Russia,12000-30000 Students,Focused,Very High,50-99 Years,4.1,1.9,8.2,1.1,3.5,4.6,1.7,3.7,2.6,1.7,7.5,1,1.2,4,,,,,,,,,
Moscow Pedagogical State University,Russia,12000-30000 Students,Focused,Medium,25-49 Years,6.5,3.1,8.3,1.5,1.2,28.1,6.4,3.3,5.1,2.5,9,1.5,1.1,25.1,,,,,,,,,
National Dong Hwa University,Taiwan,12000-30000 Students,Focused,High,100+ Years,5,2.4,8.2,6.8,3.3,10.4,11.1,6,5.4,2.6,9.1,8.2,1.4,11,16.3,38.6,24.6,28.9,37.8,24.8,10269,18.1,0.09
National Research University Moscow Power Engineering Institute (MPEI),Russia,5000-12000 Students,Focused,Very High,10-24 Years,4,3.4,11.6,2,8.2,40.9,24.7,5.2,3.7,3.3,11,1.9,2.2,33,,,,,,,,,
        National Taipei University,Taiwan,5000-12000 Students,Focused,Very High,50-99 Years,6.7,4.2,9.3,3.5,2.4,4.2,5.9,15.6,7.1,3.9,9.1,4,1.2,4.4,19.5,25.1,14.9,25.3,35.8,20.7,8645,17,0.04
Northern Arizona University,United States,5000-12000 Students,Focused,High,10-24 Years,6.6,6.1,4.9,13.9,3,2.6,48.9,5.3,6.8,6.1,5.9,12.4,1.3,5,20.2,31.5,14.7,82.3,35.1,38.4,29684,28.1,0.05
OSMANIA UNIVERSITY,India,12000-30000 Students,Comprehensive,High,100+ Years,4,3.2,3.8,16.2,,6.6,15.2,7,4.4,3.6,4,16.6,,7,,,,,,,,,
Panjab University,India,5000-12000 Students,Comprehensive,Very High,100+ Years,5.5,3.2,5.2,17,,1.7,31.7,51.2,5.2,3.6,4.6,15.1,,1.1,27,16.5,14.4,56.6,34.9,31.5,19912,23.4,0.01
Pontifícia Universidade Católica do Paraná,Brazil,12000-30000 Students,Comprehensive,Very High,50-99 Years,4.1,3.2,5,4.7,1.2,1.6,17.9,4.8,3.6,3.5,4.2,4,1.1,1.8,,,,,,,,,
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Brazil,5000-12000 Students,Fully Comprehensive,High,50-99 Years,6.9,4.3,8.8,5.4,2.5,1.6,25.3,3.1,7,5.3,7.8,8.5,1.7,1.5,,,,,,,,,
Portland State University,United States,12000-30000 Students,Fully Comprehensive,High,50-99 Years,4.3,3.4,9.8,11.3,1,6,53.5,6.6,4.7,3.8,9.8,12.9,1,8.1,21.1,30.4,18.4,44.6,35.7,28.4,20219,18.4,0.09
Pukyong National University ,South Korea,12000-30000 Students,Comprehensive,Very High,50-99 Years,5,3.2,8.4,10.2,6,8.3,24.7,3.7,5.1,3.1,7.2,12,1.9,7.4,,,,,,,,,
Rikkyo University,Japan,12000-30000 Students,Comprehensive,Very High,25-49 Years,3.3,10,13.1,2.8,26.6,6.9,13.3,10.3,3.6,9.3,17.3,2.7,10.3,7.3,16.6,42.7,8.9,47.5,34.8,26,20183,14.1,0.04
Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia,12000-30000 Students,Focused,High,100+ Years,5.4,3.2,10,1.3,2.2,5.7,5.3,8.8,4.3,3.4,12.7,1.2,1.1,6.3,,,,,,,,,
Russian State University for the Humanities ,Russia,5000-12000 Students,Focused,High,100+ Years,4.5,2.4,22.5,1.3,1.6,4.3,1.2,6.4,4.4,2.4,21,1.3,1.1,5.1,,,,,,,,,
Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,5000-12000 Students,Focused,Very High,25-49 Years,6.5,4.7,17.5,1.2,3.7,1.6,5.4,14.9,5.7,4,20.8,1.2,3.3,5.3,,,,,,,,,
Shanghai University of Finance and Economics,China (Mainland),5000-12000 Students,Focused,High,50-99 Years,4,4,10.2,3,14.3,2.5,18,29.2,5,4,11.8,2.8,2.3,4,,,,,,,,,
          Shibaura Institute of Technology,Japan,12000-30000 Students,Focused,High,50-99 Years,3.1,2.6,2.6,7,22,9.1,17.2,4.1,3.5,2.9,2.4,7.2,4.4,14.7,,,,,,,,,
Slovak University of Agriculture in Nitra,Slovakia,5000-12000 Students,Focused,Very High,50-99 Years,4.6,4.1,18.2,4.4,9.7,3,24.1,32.5,3.4,3.6,19.7,3.9,3.1,3.1,17.7,37.5,8.4,9.7,36.2,14.5,6570,14.1,0.02
Soochow University (Taiwan),Taiwan,5000-12000 Students,Focused,Very High,25-49 Years,4.3,7.2,4.8,1.9,4.6,4.5,3.4,5.6,4.7,5.6,5.6,2,1.7,4.7,,,,,,,,,
Southwest University,China (Mainland),12000-30000 Students,Focused,Medium,50-99 Years,3.1,1.6,13.7,12.6,1.4,1.8,47.1,12.6,3.7,1.6,15.1,5.7,1.1,1.9,,,,,,,,,
SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,India,>30000 Students,Comprehensive,Very High,10-24 Years,4.9,8,11.7,3.2,1.7,2.2,45.8,5.3,4.1,7.3,12,2.8,1.1,2.1,,,,,,,,,
Stefan cel Mare University of Suceava,Romania,>30000 Students,Comprehensive,Very High,25-49 Years,3.3,2.2,6.1,3.8,2.2,37.1,16.6,13.9,3.6,1.8,7.5,3.9,1.2,37.9,,,,,,,,,
Suez Canal University,Egypt,5000-12000 Students,Comprehensive,High,25-49 Years,3.2,2.7,20.6,2.2,1.8,1.6,43.7,5.2,3.2,2.5,25.5,2.2,1.1,1.7,19.9,46,8.7,82.6,37.9,37.8,35363,10.8,0.01
Suranaree University of Technology ,Thailand,>30000 Students,Fully Comprehensive,Medium,25-49 Years,5.7,3,3.3,9,6.9,2.1,25.9,4.3,5.7,3.5,3.1,7.6,1.9,1.7,,,,,,,,,
Tamkang University,Taiwan,12000-30000 Students,Focused,Very High,25-49 Years,5,5.6,3.7,6.3,7.7,9,17.5,24.5,5.2,5.2,3.4,5.5,2.5,11,16.4,30.2,13,12.8,35.9,15.8,26032,24.7,0.08
Tanta University ,Egypt,12000-30000 Students,Focused,Very High,25-49 Years,5,2.3,4,2.1,1.6,3.2,62.1,7.3,4.7,2.1,4.8,2.1,1,2.1,,,,,,,,,
Technical University of Cluj-Napoca,Romania,>30000 Students,Focused,Very High,50-99 Years,4.5,5,7,3.5,1.4,2.6,31,9.1,5.1,3.9,8.7,3.2,1,2.7,15.2,21.5,9.9,16.9,35.2,15.1,19745,17.9,0.01
"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,12000-30000 Students,Specialist,Very High,100+ Years,5.3,6,2.6,5.7,,5.7,23.4,9.6,6,4.3,2.6,7.3,,6,,,,,,,,,
The Hashemite University,Jordan,12000-30000 Students,Specialist,Very High,50-99 Years,6.2,9.9,3.8,3.4,13.1,7.9,26,15.1,5.5,8.3,4.5,3,2.9,7.4,,,,,,,,,
"The University of Notre Dame, Australia",Australia,12000-30000 Students,Fully Comprehensive,Medium,25-49 Years,3,5.5,2.9,7.4,3.2,1.5,18.8,6.5,4.1,6.8,2.9,7,1.4,2,,,,,,,,,
The University of Texas at Arlington,United States,5000-12000 Students,Focused,Very High,25-49 Years,5.7,5.9,4.7,11.8,3.8,15.6,50.4,5.4,6.6,6.5,5,13,1.6,23.3,,,,,,,,,
Toraighyrov University,Kazakhstan,>30000 Students,Comprehensive,Very High,100+ Years,5.1,3.7,16,1.3,3.3,3.1,1.8,20,3.8,3.3,17.4,1.2,1.4,3.3,,,,,,,,,
Transilvania University of Brasov,Romania,5000-12000 Students,Focused,High,50-99 Years,4.5,3.2,6.6,3.1,2.6,2.2,38.2,9.3,4.2,2.6,7.1,2.9,1.3,2.1,,,,,,,,,
Tunghai University,Taiwan,12000-30000 Students,Fully Comprehensive,Medium,50-99 Years,5.4,7.2,5.7,3.9,11.3,15.1,15.4,9,5.3,6,5.9,3.9,4.3,16,15,34.6,12.6,10.6,37.7,15,15704,26.8,0.1
Universidad Autónoma de Baja California,Mexico,12000-30000 Students,Comprehensive,High,50-99 Years,7.6,5.3,4.7,1.5,3.1,3.1,15.3,4.8,8.2,5.1,4.6,1.6,1.3,2.9,,,,,,,,,
Universidad Autónoma de Chile,Chile,>30000 Students,Comprehensive,High,50-99 Years,5.2,2.6,6.3,2.6,6.4,1.3,32.7,4.7,4.9,2.8,8.1,2.4,2.3,1.3,12.3,50.7,8.9,81.6,34.4,35.5,23312,26.2,0.01
Universidad Autónoma de Querétaro (UAQ),Mexico,>30000 Students,Focused,High,25-49 Years,4.4,3.4,6.7,2.6,6.5,1.7,7.6,4.4,4.8,4.3,8.8,2.6,2.1,1.7,,,,,,,,,
Universidad Autónoma de San Luis de Potosí,Mexico,12000-30000 Students,Fully Comprehensive,Medium,50-99 Years,6.2,2.2,6.1,2.5,1.8,1.4,18.6,4.3,6.7,2.3,6.5,2.7,1.1,1.5,,,,,,,,,
Universidad Autonoma de Yucatan,Mexico,>30000 Students,Fully Comprehensive,Medium,50-99 Years,4.7,1.6,5.5,2.4,2.5,1.1,12.1,4.9,5.3,2.1,5.9,2.5,1.2,1.1,,,,,,,,,
Universidad Autónoma del Estado de Morelos (UAEM),Mexico,12000-30000 Students,Comprehensive,High,100+ Years,3.6,2.2,11.4,1.6,4,1,24.4,4.3,4.1,2.4,9.8,1.8,1.3,1.2,,,,,,,,,
Universidad Bernardo O'Higgins,Chile,>30000 Students,Fully Comprehensive,Medium,50-99 Years,3.8,1.4,9.7,2,10.1,2,8.9,6.9,2.8,1.3,10.4,2.1,2.4,2,,,,,,,,,
Universidad Católica de Colombia ,Colombia,5000-12000 Students,Focused,High,25-49 Years,5.5,8,4.8,1.5,5.8,1.2,,5.1,4.3,8,5.9,1.3,1.8,1.3,,,,,,,,,
Universidad Católica del Norte,Chile,5000-12000 Students,Focused,High,50-99 Years,5,4.1,6.7,5.8,15.1,3.1,33.7,4.5,5.2,4.6,6.2,7,5.7,2.4,,,,,,,,,
Universidad Central del Ecuador,Ecuador,5000-12000 Students,Fully Comprehensive,High,50-99 Years,9.3,8.8,11.4,1.2,,,10.3,24,8.3,8.6,11.9,1.2,,,,,,,,,,,
Universidad de Guanajuato,Mexico,>30000 Students,Fully Comprehensive,Low,100+ Years,7.7,3.4,7.4,3.1,7.1,1.8,22,6.8,7.8,3.5,9.4,3.3,2.4,1.8,,,,,,,,,
Universidad de La Frontera (UFRO),Chile,>30000 Students,Comprehensive,High,50-99 Years,8.4,5,3.5,9.2,8.7,1.3,39.2,4.6,8.3,5.9,3.2,11.5,2.6,1.3,,,,,,,,,
Universidad de La Salle,Colombia,5000-12000 Students,Comprehensive,Very High,25-49 Years,5.7,6.2,5.6,1.2,3.8,1.5,4.8,10.9,5.8,7.6,5.9,1.2,1.5,1.6,,,,,,,,,
Universidad de La Serena,Chile,5000-12000 Students,Focused,High,50-99 Years,3.2,3.2,3.2,7.3,6.3,1.3,12.7,5.8,3.4,3.3,1.9,8.3,3.2,1.4,,,,,,,,,
Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),Ecuador,5000-12000 Students,Focused,High,25-49 Years,4.7,9.5,8.6,1.7,4.6,1.1,13.6,11.2,4.4,8.7,11.1,1.8,1.8,1.1,,,,,,,,,
Universidad de Medellín,Colombia,12000-30000 Students,Comprehensive,High,100+ Years,6.6,9.2,6,2,4.1,2.3,10.1,9.5,6.6,10.3,5.5,1.8,1.5,2.3,,,,,,,,,
Universidad de Puerto Rico,Puerto Rico,5000-12000 Students,Specialist,Medium,50-99 Years,9.2,11,9.1,2.5,1.4,1.5,38.5,47.9,10.5,8.1,7.4,3.9,1.8,1.5,,,,,,,,,
Universidad de Sonora,Mexico,>30000 Students,Fully Comprehensive,High,100+ Years,4.1,2.1,4.9,1.8,4.1,1.6,8.3,5.6,4.1,2.2,5.5,1.8,1.5,1.7,,,,,,,,,
Universidad del Bío-Bío,Chile,>30000 Students,Comprehensive,Medium,50-99 Years,7.9,4.6,3.2,3.4,10.8,1.4,32.1,4.4,7.6,5.7,3.7,3,3.3,1.4,,,,,,,,,
Universidad del Desarrollo (UDD),Chile,12000-30000 Students,Comprehensive,High,50-99 Years,5.9,14.5,12.7,2.3,7.7,2.2,16.3,5.1,5.5,18.8,13.4,2.5,2.7,2,,,,,,,,,
Universidad del Salvador,Argentina,12000-30000 Students,Comprehensive,Medium,25-49 Years,4.1,9.7,15,1.1,5.9,8.4,1.6,9.9,4.1,13.6,13.5,1.1,,7.8,,,,,,,,,
Universidad Mayor de San Andrés (UMSA),Bolivia,12000-30000 Students,Focused,Medium,50-99 Years,6,3.6,1,1.6,8.7,1.1,23.6,1,5.9,4,2.4,1.3,1.3,1.1,,,,,,,,,
Universidad Metropolitana,Venezuela,>30000 Students,Fully Comprehensive,Low,100+ Years,8.3,17.6,5,1.1,22.9,1.3,,90.5,7.7,20.7,6.4,1.1,5.3,1.4,,,,,,,,,
Universidad Nacional de Mar del Plata,Argentina,5000-12000 Students,Comprehensive,Low,50-99 Years,9.6,3,7.3,3.7,,,22.5,5.5,9.8,3.2,9.4,3.5,,,,,,,,,,,
Universidad Nacional de Quilmes,Argentina,12000-30000 Students,Comprehensive,High,25-49 Years,7,2.2,3.4,1.9,3.4,2,5,3.7,6.8,2.7,3.6,1.8,1.4,2.1,,,,,,,,,
